number,carat,cut,color,clarity,depth,table,price,x,y,z,PB 
45101,0.5,Ideal,H,VVS1,62.5,53,1648,5.09,5.12,3.19,2
45102,0.5,Ideal,H,VVS1,61.9,54,1648,5.13,5.14,3.18,2
45103,0.6,Ideal,H,VS2,61.1,56,1648,5.47,5.49,3.35,2
45104,0.52,Ideal,H,VS1,61.1,57,1648,5.17,5.22,3.17,2
45105,0.59,Ideal,H,VS2,62.2,59,1648,5.38,5.34,3.33,2
45106,0.54,Premium,F,VS1,61.8,59,1649,5.16,5.23,3.21,2
45107,0.55,Ideal,F,VS2,61.3,54,1649,5.27,5.33,3.25,2
45108,0.5,Ideal,E,VS1,62.5,57,1649,4.99,5.05,3.14,2
45109,0.56,Ideal,E,SI1,61.6,55,1649,5.31,5.33,3.28,2
45110,0.51,Ideal,E,SI1,61.5,55,1649,5.18,5.15,3.18,2
45111,0.54,Very Good,D,SI1,60.3,61,1650,5.26,5.29,3.18,2
45112,0.53,Ideal,F,VS2,62.2,55,1650,5.16,5.19,3.22,2
45113,0.54,Ideal,D,SI1,61.7,55,1650,5.23,5.27,3.24,2
45114,0.54,Premium,D,SI1,62.6,57,1650,5.21,5.12,3.23,2
45115,0.7,Premium,G,I1,61.9,58,1650,5.74,5.69,3.54,2
45116,0.71,Good,I,SI1,63.6,63,1651,5.61,5.64,3.58,2
45117,0.71,Good,I,SI1,60,64,1651,5.71,5.79,3.45,2
45118,0.57,Very Good,D,VS2,60.4,57,1651,5.35,5.38,3.24,2
45119,0.52,Ideal,E,VS2,61,55,1651,5.2,5.26,3.19,2
45120,0.52,Ideal,D,SI1,62.5,56,1651,5.19,5.14,3.23,2
45121,0.52,Premium,F,VS2,60,57,1651,5.24,5.22,3.14,2
45122,0.52,Premium,F,VS2,58.5,60,1651,5.29,5.24,3.08,2
45123,0.52,Premium,D,SI1,61.5,55,1651,5.21,5.19,3.2,2
45124,0.77,Fair,D,SI2,65.1,63,1651,5.71,5.65,3.7,2
45125,0.85,Fair,G,I1,62.7,60,1651,6.05,5.96,3.77,2
45126,0.59,Very Good,E,SI1,62.9,58,1652,5.31,5.34,3.35,2
45127,0.51,Ideal,G,VS1,62.3,53.5,1652,5.09,5.14,3.19,2
45128,0.59,Ideal,F,SI1,61.7,56,1652,5.36,5.4,3.32,2
45129,0.62,Ideal,H,VS2,62.8,57,1652,5.43,5.4,3.4,2
45130,0.53,Ideal,E,VS2,62.8,55,1653,5.21,5.17,3.26,2
45131,0.52,Very Good,E,VS2,62.5,58,1653,5.13,5.18,3.22,2
45132,0.54,Very Good,F,VS1,61.8,59,1653,5.15,5.22,3.21,2
45133,0.54,Very Good,F,VS1,60,59,1653,5.26,5.32,3.17,2
45134,0.53,Very Good,E,VS2,62.8,57,1653,5.16,5.19,3.25,2
45135,0.56,Premium,H,VS1,59.8,62,1653,5.36,5.31,3.19,2
45136,0.5,Ideal,D,VS2,62.4,55,1653,5.09,5.1,3.18,2
45137,0.56,Premium,E,SI1,62.5,59,1653,5.24,5.2,3.26,2
45138,0.53,Ideal,I,IF,62.1,55,1654,5.18,5.22,3.23,2
45139,0.57,Ideal,E,VS2,62.1,55,1654,5.33,5.37,3.32,2
45140,0.57,Very Good,E,VS2,63,59,1654,5.25,5.29,3.32,2
45141,0.56,Premium,F,VS2,59.6,58,1654,5.34,5.36,3.19,2
45142,0.46,Ideal,G,IF,62.1,56,1654,4.93,4.96,3.07,2
45143,0.5,Premium,F,VS2,60.7,58,1654,5.16,5.12,3.12,2
45144,0.5,Ideal,F,VS2,61.6,53,1654,5.13,5.09,3.15,2
45145,0.5,Premium,F,VS2,61.1,60,1654,5.12,5.1,3.12,2
45146,0.5,Ideal,F,VS2,62.9,55,1654,5.1,5.07,3.2,2
45147,0.5,Premium,F,VS2,61.3,60,1654,5.13,5.08,3.13,2
45148,0.5,Premium,F,VS2,61.9,56,1654,5.13,5.08,3.16,2
45149,0.5,Premium,F,VS2,62.4,60,1654,5.08,5.05,3.16,2
45150,0.5,Premium,F,VS2,61.7,59,1654,5.09,5.05,3.13,2
45151,0.5,Premium,F,VS2,61.8,58,1654,5.1,5.06,3.14,2
45152,0.5,Premium,F,VS2,61.8,58,1654,5.1,5.07,3.14,2
45153,0.5,Premium,F,VS2,62.1,58,1654,5.1,5.01,3.14,2
45154,0.5,Premium,F,VS2,62.8,61,1654,5.07,5.03,3.17,2
45155,0.5,Ideal,D,SI1,60.9,57,1654,5.18,5.14,3.14,2
45156,0.5,Ideal,D,SI1,60.8,56,1654,5.14,5.12,3.12,2
45157,0.5,Ideal,D,SI1,61.6,55,1654,5.13,5.1,3.15,2
45158,0.5,Premium,D,SI1,62.2,59,1654,5.13,5.1,3.18,2
45159,0.5,Premium,D,SI1,61.2,60,1654,5.14,5.09,3.13,2
45160,0.5,Premium,D,SI1,62.2,57,1654,5.11,5.08,3.17,2
45161,0.5,Premium,D,SI1,60.7,61,1654,5.12,5.09,3.1,2
45162,0.5,Premium,D,SI1,62.1,58,1654,5.1,5.07,3.16,2
45163,0.5,Ideal,D,SI1,62.9,57,1654,5.08,5.06,3.19,2
45164,0.5,Ideal,D,SI1,62.6,57,1654,5.1,5.06,3.18,2
45165,0.5,Ideal,D,SI1,61.9,57,1654,5.08,5.06,3.14,2
45166,0.5,Premium,D,SI1,62.3,58,1654,5.07,5.04,3.15,2
45167,0.5,Premium,D,SI1,62.6,56,1654,5.05,5.04,3.16,2
45168,0.6,Ideal,F,SI1,62.7,54,1654,5.43,5.39,3.39,2
45169,0.53,Premium,E,SI1,62.2,56,1654,5.22,5.16,3.23,2
45170,0.73,Premium,J,VS2,62.8,58,1654,5.77,5.71,3.6,2
45171,0.5,Premium,E,VS2,58.6,60,1654,5.21,5.16,3.04,2
45172,0.5,Premium,E,VS2,60.6,59,1654,5.17,5.06,3.1,2
45173,0.53,Very Good,G,VS1,59.6,58,1655,5.24,5.31,3.15,2
45174,0.57,Ideal,H,VS2,61.6,57,1655,5.35,5.37,3.3,2
45175,0.53,Ideal,F,VS2,61.2,56,1655,5.22,5.25,3.2,2
45176,0.53,Ideal,F,VS2,61.1,54,1655,5.26,5.29,3.22,2
45177,0.5,Ideal,E,VS2,60.6,59,1655,5.1,5.2,3.12,2
45178,0.58,Very Good,E,VS2,61.9,58,1656,5.31,5.36,3.3,2
45179,0.51,Ideal,G,VS1,61.7,56,1656,5.1,5.14,3.16,2
45180,0.51,Ideal,E,VS2,61.8,57,1656,5.14,5.15,3.18,2
45181,0.51,Very Good,G,VS1,62.9,58,1656,5.05,5.1,3.19,2
45182,0.51,Ideal,G,VS1,62.7,56,1656,5.08,5.1,3.19,2
45183,0.51,Ideal,E,VS2,61.8,56,1656,5.12,5.14,3.17,2
45184,0.51,Ideal,E,VS2,62,56,1656,5.11,5.15,3.18,2
45185,0.51,Ideal,G,VS1,62.1,55,1656,5.14,5.17,3.2,2
45186,0.51,Ideal,E,VS2,61.7,54,1656,5.13,5.18,3.18,2
45187,0.51,Ideal,G,VS1,62.2,55,1656,5.11,5.14,3.19,2
45188,0.51,Premium,G,VS1,62.1,60,1656,5.1,5.11,3.17,2
45189,0.51,Very Good,E,VS2,61.3,60,1656,5.11,5.16,3.15,2
45190,0.51,Ideal,G,VS1,62.5,57,1656,5.07,5.14,3.19,2
45191,0.51,Ideal,G,VS1,62.7,54,1656,5.08,5.1,3.19,2
45192,0.51,Premium,G,VS1,62.3,59,1656,5.06,5.12,3.17,2
45193,0.51,Ideal,E,VS2,60.4,57,1656,5.15,5.18,3.12,2
45194,0.51,Ideal,G,VS1,61.9,56,1656,5.1,5.14,3.17,2
45195,0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16,2
45196,0.51,Ideal,E,VS2,60.9,56,1656,5.15,5.2,3.15,2
45197,0.51,Ideal,G,VS1,59.7,57,1656,5.2,5.25,3.12,2
45198,0.51,Premium,G,VS1,62.5,58,1656,5.09,5.11,3.19,2
45199,0.51,Premium,E,VS2,61.7,58,1656,5.12,5.15,3.17,2
45200,0.51,Ideal,E,VS2,62.6,55,1656,5.08,5.11,3.19,2
45201,0.51,Premium,E,VS2,60.3,59,1656,5.2,5.22,3.14,2
45202,0.51,Premium,E,VS2,61.9,59,1656,5.06,5.11,3.15,2
45203,0.51,Premium,E,VS2,61,60,1656,5.12,5.17,3.14,2
45204,0.51,Premium,G,VS1,61.1,58,1656,5.12,5.19,3.15,2
45205,0.51,Very Good,G,VS1,62.7,56,1656,5.08,5.13,3.2,2
45206,0.51,Ideal,E,VS2,61.5,57,1656,5.09,5.12,3.14,2
45207,0.51,Premium,G,VS1,62.3,58,1656,5.08,5.13,3.18,2
45208,0.51,Ideal,G,VS1,61.7,55,1656,5.14,5.17,3.18,2
45209,0.51,Ideal,G,VS1,61,55,1656,5.11,5.21,3.15,2
45210,0.51,Ideal,E,VS2,62.5,55,1656,5.08,5.13,3.19,2
45211,0.51,Ideal,G,VS1,62,56,1656,5.06,5.16,3.17,2
45212,0.51,Premium,E,VS2,62.5,59,1656,5.06,5.11,3.18,2
45213,0.51,Premium,E,VS2,61.3,58,1656,5.13,5.15,3.15,2
45214,0.51,Good,E,VS2,63.3,56,1656,5.08,5.12,3.23,2
45215,0.51,Very Good,E,VS2,60.5,56,1656,5.18,5.24,3.15,2
45216,0.51,Ideal,E,VS2,61.4,57,1656,5.13,5.16,3.16,2
45217,0.51,Ideal,E,VS2,61.9,55,1656,5.13,5.17,3.19,2
45218,0.51,Ideal,E,VS2,61.9,56,1656,5.12,5.16,3.18,2
45219,0.51,Ideal,E,VS2,62.2,57,1656,5.08,5.11,3.17,2
45220,0.51,Ideal,E,VS2,62.4,57,1656,5.1,5.13,3.19,2
45221,0.42,Ideal,F,VVS1,61.4,56,1656,4.83,4.85,2.97,2
45222,0.52,Ideal,E,SI1,61.1,57,1656,5.2,5.17,3.16,2
45223,0.52,Ideal,E,SI1,62.4,58,1656,5.16,5.13,3.21,2
45224,0.52,Ideal,E,SI1,60.7,55,1656,5.23,5.22,3.18,2
45225,0.5,Very Good,F,VS1,58.8,60,1657,5.18,5.2,3.05,2
45226,0.54,Very Good,F,VS1,60,61,1657,5.31,5.26,3.17,2
45227,0.7,Premium,J,VS1,62,58,1657,5.68,5.74,3.54,2
45228,0.7,Ideal,J,VS1,61.6,57,1657,5.72,5.77,3.54,2
45229,0.46,Very Good,F,VVS1,61.4,57,1657,4.95,4.99,3.05,2
45230,0.46,Ideal,E,VVS2,62.6,55,1657,4.92,4.95,3.09,2
45231,0.58,Ideal,F,VS2,61.5,57,1657,5.34,5.39,3.3,2
45232,0.59,Ideal,E,VS2,61.4,58,1657,5.38,5.4,3.31,2
45233,0.5,Good,D,VS1,60.9,62,1657,5.05,5.06,3.08,2
45234,0.6,Very Good,D,VS2,63.1,54,1657,5.41,5.33,3.39,2
45235,0.51,Very Good,D,VS2,63.1,56,1658,5.06,5.12,3.21,2
45236,0.56,Ideal,G,VS2,61.4,56,1658,5.33,5.35,3.28,2
45237,0.52,Very Good,H,VS1,62.2,55,1659,5.15,5.18,3.21,2
45238,0.52,Very Good,H,VS1,61.7,55,1659,5.15,5.17,3.19,2
45239,0.61,Very Good,G,SI1,62,58,1659,5.43,5.48,3.38,2
45240,0.53,Ideal,D,VS2,61,56,1659,5.26,5.29,3.22,2
45241,0.53,Ideal,D,VS2,61.4,56,1659,5.18,5.21,3.19,2
45242,0.56,Very Good,E,SI1,62.8,57.6,1659,5.26,5.31,3.32,2
45243,0.55,Ideal,G,VS2,61.8,58,1659,5.23,5.26,3.24,2
45244,0.53,Ideal,E,VS2,61.7,58,1659,5.16,5.27,3.22,2
45245,0.53,Ideal,G,VS1,62.4,54,1659,5.18,5.21,3.24,2
45246,0.61,Ideal,G,SI1,61.4,56,1659,5.46,5.49,3.36,2
45247,0.61,Ideal,G,SI1,61.7,55,1659,5.46,5.49,3.38,2
45248,0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56,2
45249,0.43,Ideal,D,VVS1,62.3,56,1659,4.82,4.81,3,2
45250,0.43,Premium,D,VVS1,59.6,58,1659,4.94,4.89,2.93,2
45251,0.5,Fair,G,VVS2,66.1,62,1659,4.92,4.88,3.24,2
45252,0.54,Good,E,VS2,63.3,55,1660,5.2,5.26,3.31,2
45253,0.51,Ideal,G,VS2,62.3,54,1660,5.17,5.12,3.21,2
45254,0.51,Ideal,F,VS2,61.7,56,1660,5.13,5.15,3.17,2
45255,0.51,Ideal,D,VS2,61.9,54,1660,5.14,5.17,3.19,2
45256,0.52,Good,E,VS2,61.5,61,1660,5.16,5.09,3.15,2
45257,0.6,Very Good,F,SI1,60.6,57,1661,5.46,5.5,3.32,2
45258,0.51,Ideal,F,VS2,61.6,57,1661,5.14,5.15,3.17,2
45259,0.46,Ideal,E,VVS1,62.6,57,1661,4.98,4.89,3.09,2
45260,0.54,Ideal,F,VS2,62.2,57,1662,5.21,5.24,3.25,2
45261,0.54,Very Good,D,SI1,62.1,56,1662,5.22,5.25,3.25,2
45262,0.54,Ideal,D,SI1,61.5,56,1662,5.23,5.25,3.22,2
45263,0.54,Ideal,D,SI1,60.7,56,1662,5.27,5.3,3.21,2
45264,0.54,Ideal,D,SI1,62.4,57,1662,5.19,5.23,3.25,2
45265,0.54,Ideal,F,VS2,62.3,56,1662,5.17,5.2,3.23,2
45266,0.54,Ideal,F,VS2,60.1,56,1662,5.28,5.31,3.18,2
45267,0.54,Very Good,D,SI1,62.9,57,1662,5.17,5.22,3.27,2
45268,0.54,Ideal,D,SI1,62.1,56,1662,5.21,5.25,3.25,2
45269,0.54,Premium,D,SI1,60.4,60,1662,5.22,5.24,3.16,2
45270,0.54,Ideal,F,VS2,61.4,57,1662,5.2,5.25,3.21,2
45271,0.54,Very Good,D,SI1,62,55,1662,5.21,5.24,3.24,2
45272,0.54,Very Good,F,VS2,59.5,58,1662,5.29,5.36,3.17,2
45273,0.54,Premium,F,VS2,61.8,58,1662,5.22,5.29,3.25,2
45274,0.54,Very Good,F,VS2,59.4,57,1662,5.29,5.35,3.16,2
45275,0.54,Premium,H,VVS2,60.6,60,1662,5.29,5.31,3.21,2
45276,0.54,Very Good,D,SI1,62.1,58,1662,5.21,5.23,3.24,2
45277,0.54,Ideal,F,VS2,60.3,55,1662,5.26,5.32,3.19,2
45278,0.54,Ideal,D,SI1,60.8,57,1662,5.25,5.31,3.21,2
45279,0.56,Ideal,G,VS2,60.9,56,1662,5.34,5.36,3.26,2
45280,0.56,Ideal,G,VS2,60.7,55,1662,5.32,5.35,3.24,2
45281,0.56,Ideal,G,VS2,60.8,55,1662,5.33,5.37,3.25,2
45282,0.55,Ideal,G,VS2,61.4,56.3,1662,5.26,5.29,3.24,2
45283,0.56,Ideal,G,VS2,59.6,57,1662,5.37,5.39,3.21,2
45284,0.52,Ideal,F,VS2,60.6,55,1662,5.19,5.27,3.17,2
45285,0.52,Ideal,G,VS1,61.2,56,1662,5.19,5.22,3.18,2
45286,0.52,Ideal,G,VS1,60.9,56,1662,5.2,5.24,3.18,2
45287,0.51,Premium,G,VS1,62.1,58,1662,5.12,5.09,3.17,2
45288,0.51,Ideal,G,VS1,61.6,56,1662,5.18,5.15,3.18,2
45289,0.51,Premium,G,VS1,62.2,58,1662,5.11,5.09,3.17,2
45290,0.51,Premium,E,VS2,59.3,58,1662,5.23,5.2,3.09,2
45291,0.51,Ideal,E,VS2,61.5,55,1662,5.23,5.14,3.19,2
45292,0.51,Premium,E,VS2,59.2,61,1662,5.17,5.16,3.06,2
45293,0.51,Ideal,E,VS2,61.4,55,1662,5.2,5.15,3.18,2
45294,0.51,Ideal,E,VS2,61,57,1662,5.21,5.12,3.15,2
45295,0.51,Ideal,E,VS2,61.9,57,1662,5.12,5.09,3.16,2
45296,0.51,Premium,E,VS2,60.6,58,1662,5.15,5.12,3.11,2
45297,0.51,Very Good,E,VS2,63.1,55,1662,5.13,5.1,3.23,2
45298,0.51,Ideal,E,VS2,62,54,1662,5.13,5.1,3.17,2
45299,0.51,Very Good,E,VS2,63.1,57,1662,5.12,5.08,3.22,2
45300,0.51,Very Good,E,VS2,63.3,57,1662,5.12,5.05,3.22,2
45301,0.31,Very Good,G,SI2,63.2,55,523,4.33,4.31,2.73,1
45302,0.31,Premium,F,SI2,63,58,523,4.36,4.34,2.74,1
45303,0.3,Very Good,D,SI1,62.3,57,524,4.26,4.31,2.67,1
45304,0.3,Ideal,D,SI1,62,53,524,4.33,4.35,2.69,1
45305,0.3,Ideal,D,SI1,62.1,57,524,4.25,4.28,2.65,1
45306,0.3,Ideal,D,SI1,61.9,55,524,4.31,4.35,2.68,1
45307,0.3,Ideal,D,SI1,61.9,55,524,4.32,4.34,2.68,1
45308,0.3,Ideal,D,SI1,61.7,57,524,4.28,4.31,2.65,1
45309,0.3,Ideal,D,SI1,61.9,57,524,4.28,4.32,2.66,1
45310,0.26,Good,F,VVS1,64,57,524,4.03,4.06,2.59,1
45311,0.3,Premium,F,VS2,61.8,60,524,4.27,4.3,2.65,1
45312,0.3,Very Good,F,VS2,58.8,60,524,4.37,4.41,2.58,1
45313,0.3,Ideal,G,VS1,61.1,56,524,4.35,4.36,2.66,1
45314,0.3,Ideal,G,VS1,61.4,55,524,4.32,4.38,2.67,1
45315,0.32,Ideal,H,VS1,62.7,56,524,4.39,4.42,2.76,1
45316,0.32,Very Good,G,VS2,60.1,61,524,4.41,4.44,2.66,1
45317,0.32,Very Good,G,VS2,58.4,57,524,4.51,4.53,2.64,1
45318,0.32,Premium,H,VS1,61.6,59,524,4.37,4.39,2.7,1
45319,0.32,Ideal,G,VS2,62.4,55,524,4.36,4.39,2.73,1
45320,0.32,Good,E,SI1,63.5,56,524,4.34,4.38,2.77,1
45321,0.32,Ideal,G,VS2,62,57,524,4.37,4.41,2.72,1
45322,0.32,Very Good,E,SI1,60.4,61,524,4.39,4.42,2.66,1
45323,0.3,Very Good,F,VS2,63,55,524,4.28,4.29,2.7,1
45324,0.3,Very Good,F,VS2,61.4,55,524,4.32,4.37,2.67,1
45325,0.32,Good,E,SI1,63.1,54,524,4.37,4.41,2.77,1
45326,0.32,Good,E,SI1,63.1,56,524,4.34,4.37,2.75,1
45327,0.32,Good,E,SI1,63.4,56,524,4.31,4.34,2.74,1
45328,0.32,Ideal,H,VS1,62.1,55,524,4.39,4.4,2.73,1
45329,0.32,Premium,E,SI1,61.2,58,524,4.37,4.42,2.69,1
45330,0.32,Ideal,G,VS2,62.1,56,524,4.36,4.4,2.72,1
45331,0.51,Very Good,E,VS2,63.5,56,1662,5.08,5.06,3.22,2
45332,0.51,Good,E,VS2,63.6,54,1662,5.09,5.06,3.23,2
45333,0.51,Ideal,E,VS2,62.9,57,1662,5.11,5.07,3.2,2
45334,0.51,Premium,E,VS2,62.5,59,1662,5.09,5.08,3.18,2
45335,0.51,Good,E,VS2,63.8,57,1662,5.07,5.05,3.23,2
45336,0.51,Good,E,VS2,63.8,55,1662,5.08,5.05,3.23,2
45337,0.51,Premium,E,VS2,59.2,58,1662,5.27,5.23,3.11,2
45338,0.67,Ideal,G,SI1,60.4,57,1662,5.67,5.65,3.42,2
45339,0.51,Ideal,G,VS1,61.8,57,1662,5.14,5.12,3.17,2
45340,0.57,Ideal,G,SI1,62,55,1662,5.35,5.32,3.31,2
45341,0.7,Premium,F,SI2,59.5,61,1662,5.78,5.68,3.41,2
45342,0.72,Good,J,SI1,60.1,64,1663,5.83,5.75,3.48,2
45343,0.52,Very Good,H,VVS1,63.9,59,1664,5.08,5.1,3.25,2
45344,0.52,Very Good,D,VS2,60,57,1664,5.22,5.25,3.14,2
45345,0.52,Very Good,D,VS2,63.6,59,1664,5.09,5.13,3.25,2
45346,0.53,Very Good,G,VS1,62.2,59,1664,5.14,5.18,3.21,2
45347,0.59,Ideal,E,SI1,62.4,55,1664,5.34,5.39,3.35,2
45348,0.59,Very Good,G,VS2,61.1,57,1664,5.4,5.43,3.31,2
45349,0.59,Very Good,E,SI1,62.9,57,1664,5.33,5.36,3.36,2
45350,0.59,Ideal,G,VS2,62.6,54,1664,5.32,5.38,3.35,2
45351,0.59,Ideal,E,SI1,61.4,56,1664,5.36,5.39,3.3,2
45352,0.59,Ideal,E,SI1,62,55,1664,5.37,5.4,3.34,2
45353,0.59,Premium,E,SI1,61.8,60,1664,5.33,5.39,3.31,2
45354,0.55,Premium,E,VS2,59.1,62,1664,5.37,5.32,3.16,2
45355,0.56,Ideal,F,VS2,62,56,1664,5.27,5.31,3.28,2
45356,0.52,Ideal,D,VS2,61.4,56,1664,5.16,5.19,3.18,2
45357,0.56,Ideal,D,SI1,61.2,57,1664,5.37,5.35,3.28,2
45358,0.67,Good,D,SI2,64.7,55,1664,5.5,5.54,3.57,2
45359,0.55,Premium,E,VS2,59.1,60,1664,5.35,5.31,3.15,2
45360,0.55,Ideal,H,VS2,62,55,1664,5.31,5.28,3.28,2
45361,0.52,Very Good,E,VS2,62.2,56,1665,5.16,5.17,3.21,2
45362,0.54,Very Good,G,VS1,61.6,54,1665,5.26,5.3,3.25,2
45363,0.5,Very Good,E,VS1,62.5,58,1665,5.04,5.11,3.17,2
45364,0.64,Very Good,G,SI1,64,53.8,1665,5.49,5.53,3.53,2
45365,0.52,Ideal,H,VS1,61.7,55,1665,5.17,5.21,3.2,2
45366,0.4,Ideal,D,VVS1,61.1,56,1665,4.77,4.82,2.93,2
45367,0.55,Ideal,E,VS2,61.5,57,1665,5.25,5.29,3.24,2
45368,0.57,Ideal,I,VS1,61,56,1665,5.37,5.41,3.29,2
45369,0.52,Ideal,G,VS1,61.7,57,1665,5.16,5.18,3.19,2
45370,0.5,Ideal,E,VS1,62.2,54,1665,5.1,5.13,3.18,2
45371,0.53,Ideal,G,SI1,61.6,57,1665,5.19,5.24,3.21,2
45372,0.51,Good,D,VS2,63.7,57,1665,5.05,5,3.2,2
45373,0.5,Good,G,VVS2,64.1,56,1666,5.02,5.06,3.23,2
45374,0.58,Ideal,F,VS2,62.1,55,1666,5.33,5.37,3.32,2
45375,0.7,Premium,J,SI1,61.6,58,1666,5.66,5.73,3.51,2
45376,0.7,Very Good,I,VS2,62.2,59,1666,5.64,5.71,3.53,2
45377,0.7,Very Good,J,SI1,61.9,58,1666,5.64,5.67,3.5,2
45378,0.58,Ideal,F,VS2,62.1,56,1666,5.33,5.37,3.32,2
45379,0.72,Very Good,J,SI1,62.7,56,1666,5.66,5.72,3.57,2
45380,0.5,Ideal,H,SI1,61.3,56,1666,5.12,5.16,3.15,2
45381,0.5,Ideal,H,SI1,61.3,54,1666,5.12,5.16,3.15,2
45382,0.5,Premium,F,VS1,62.9,58,1666,5.09,5.05,3.19,2
45383,0.5,Premium,F,VS1,59.9,61,1666,5.16,5.13,3.08,2
45384,0.68,Premium,H,SI1,59.5,59,1666,5.77,5.73,3.42,2
45385,0.58,Very Good,F,VS2,63,59,1667,5.27,5.39,3.36,2
45386,0.55,Ideal,E,VS2,61.8,57,1667,5.27,5.34,3.28,2
45387,0.55,Ideal,E,VS2,61.4,56,1667,5.26,5.32,3.25,2
45388,0.55,Very Good,G,VS1,59.4,62,1667,5.32,5.36,3.17,2
45389,0.55,Ideal,G,VS1,61.3,57,1667,5.25,5.28,3.23,2
45390,0.72,Premium,J,SI2,60.3,58,1667,5.81,5.73,3.48,2
45391,0.54,Premium,F,VS2,58.2,60,1667,5.39,5.34,3.12,2
45392,0.54,Premium,D,SI1,60,58,1667,5.3,5.26,3.17,2
45393,0.54,Very Good,D,SI1,63.2,55,1667,5.21,5.17,3.28,2
45394,0.54,Premium,F,VS2,58.9,59,1667,5.37,5.32,3.15,2
45395,0.63,Premium,I,VS1,62,58,1667,5.52,5.45,3.4,2
45396,0.56,Premium,E,VS2,61.1,59,1668,5.34,5.27,3.24,2
45397,0.51,Very Good,H,VVS1,60.9,56,1668,5.17,5.22,3.16,2
45398,0.51,Very Good,G,VS1,61.1,56,1668,5.17,5.2,3.17,2
45399,0.55,Ideal,H,VVS2,61.9,56,1668,5.22,5.25,3.24,2
45400,0.55,Ideal,H,VVS2,62.1,55,1668,5.25,5.28,3.27,2
45401,0.55,Ideal,H,VVS2,61.6,55,1668,5.3,5.31,3.26,2
45402,0.55,Ideal,H,VVS2,60.7,55,1668,5.32,5.34,3.24,2
45403,0.51,Good,D,VS2,63.5,56,1668,5.07,5.1,3.23,2
45404,0.51,Very Good,D,VS2,62.5,58,1668,5.12,5.18,3.22,2
45405,0.51,Good,D,VS2,63.5,56,1668,5.04,5.1,3.22,2
45406,0.52,Premium,E,VS1,61.6,58,1668,5.14,5.18,3.18,2
45407,0.51,Good,D,VS2,63.1,58,1668,5.08,5.13,3.22,2
45408,0.52,Ideal,E,VS1,62.5,56,1668,5.11,5.16,3.21,2
45409,0.52,Ideal,E,VS1,62.6,57,1668,5.11,5.15,3.21,2
45410,0.51,Ideal,H,VS1,62,56,1668,5.14,5.17,3.2,2
45411,0.51,Ideal,H,VS1,61.6,55,1668,5.17,5.19,3.19,2
45412,0.51,Ideal,G,VS1,61.9,56,1668,5.11,5.14,3.17,2
45413,0.51,Ideal,G,VS1,61.7,56,1668,5.1,5.2,3.18,2
45414,0.51,Ideal,G,VS1,60.4,59,1668,5.16,5.21,3.13,2
45415,0.61,Good,G,VS2,59.9,61,1668,5.48,5.6,3.32,2
45416,0.55,Premium,G,VS2,62.3,56,1668,5.29,5.24,3.28,2
45417,0.55,Ideal,E,SI1,60.7,57,1668,5.3,5.27,3.21,2
45418,0.55,Ideal,E,SI1,60.6,56,1668,5.33,5.3,3.22,2
45419,0.55,Ideal,E,SI1,61.7,57,1668,5.27,5.23,3.24,2
45420,0.55,Ideal,E,SI1,61.7,56,1668,5.29,5.24,3.25,2
45421,0.55,Premium,E,SI1,61.2,59,1668,5.28,5.25,3.22,2
45422,0.55,Premium,E,SI1,61,61,1668,5.3,5.25,3.22,2
45423,0.55,Ideal,E,SI1,61.4,55,1668,5.29,5.26,3.24,2
45424,0.55,Ideal,E,SI1,62.3,56,1668,5.26,5.23,3.27,2
45425,0.55,Ideal,E,SI1,62.1,55,1668,5.26,5.21,3.25,2
45426,0.51,Fair,D,VS2,64.4,54,1668,5.06,5.03,3.25,2
45427,0.55,Very Good,E,VS2,62.3,61,1669,5.16,5.21,3.23,2
45428,0.51,Ideal,H,VVS2,61.2,57,1669,5.14,5.19,3.16,2
45429,0.54,Ideal,F,SI1,61.8,56,1669,5.22,5.23,3.23,2
45430,0.54,Ideal,I,IF,60.8,56,1669,5.28,5.37,3.24,2
45431,0.6,Very Good,F,SI1,60.3,59,1670,5.42,5.5,3.29,2
45432,0.58,Ideal,E,VS2,61.9,56,1670,5.34,5.38,3.32,2
45433,0.57,Ideal,E,SI1,60.8,55,1670,5.39,5.41,3.28,2
45434,0.52,Very Good,E,VS2,63.3,56,1670,5.12,5.08,3.23,2
45435,0.5,Very Good,D,VS1,63.7,57,1671,5.08,5.13,3.25,2
45436,0.58,Ideal,H,VS1,61.2,55,1671,5.39,5.42,3.31,2
45437,0.59,Ideal,D,SI1,61.7,56,1671,5.39,5.43,3.34,2
45438,0.51,Very Good,E,VS2,59.5,63,1671,5.22,5.17,3.09,2
45439,0.57,Premium,E,VS2,62.9,57,1672,5.29,5.24,3.31,2
45440,0.35,Ideal,D,VVS1,61.4,55,1672,4.55,4.57,2.8,2
45441,0.56,Ideal,F,VS2,61.6,56,1672,5.28,5.31,3.26,2
45442,0.54,Ideal,D,VS2,61.1,56,1672,5.23,5.27,3.21,2
45443,0.7,Fair,J,VS2,64.6,58,1672,5.58,5.56,3.6,2
45444,0.7,Very Good,I,SI2,63.2,60,1672,5.62,5.55,3.53,2
45445,0.5,Premium,E,VS1,60.1,58,1672,5.21,5.17,3.12,2
